date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:53:11	84345/84345	---M--	200	added ('OK')	application/javascript	etag:W/%2284345-1455604792000%22	https://jasig.firat.edu.tr/cas/css/plugins/jQuery/jQuery-2.1.4.min.js	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/plugins/jQuery/jQuery-2.1.4.min.js	(from https://jasig.firat.edu.tr/cas/login?service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:12	35951/35951	---M--	200	added ('OK')	application/javascript	etag:W/%2235951-1455604788000%22	https://jasig.firat.edu.tr/cas/css/bootstrap/js/bootstrap.min.js	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/bootstrap/js/bootstrap.min.js	(from https://jasig.firat.edu.tr/cas/login?service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:12	6230/6230	---M--	200	added ('OK')	application/javascript	etag:W/%226230-1455604794000%22	https://jasig.firat.edu.tr/cas/css/plugins/slimScroll/jquery.slimscroll.min.js	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/plugins/slimScroll/jquery.slimscroll.min.js	(from https://jasig.firat.edu.tr/cas/login?service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:12	8776/8776	---M--	200	added ('OK')	application/javascript	etag:W/%228776-1455604792000%22	https://jasig.firat.edu.tr/cas/css/plugins/fastclick/fastclick.min.js	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/plugins/fastclick/fastclick.min.js	(from https://jasig.firat.edu.tr/cas/login?service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:13	8745/8745	---M--	200	added ('OK')	application/javascript	etag:W/%228745-1455604788000%22	https://jasig.firat.edu.tr/cas/css/dist/js/app.min.js	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/dist/js/app.min.js	(from https://jasig.firat.edu.tr/cas/login?service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:13	4516/4516	---M--	200	added ('OK')	application/javascript	etag:W/%224516-1455604792000%22	https://jasig.firat.edu.tr/cas/css/plugins/iCheck/icheck.min.js	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/plugins/iCheck/icheck.min.js	(from https://jasig.firat.edu.tr/cas/login?service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:14	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220127-1455604788000%22	https://jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://jasig.firat.edu.tr/cas/css/bootstrap/css/bootstrap.min.css)
10:53:14	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2220127-1455604788000%22	https://jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://jasig.firat.edu.tr/cas/css/bootstrap/css/bootstrap.min.css)
10:53:15	18028/18028	---M--	200	added ('OK')	text/html	etag:W/%2218028-1455604788000%22	https://jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.html	(from https://jasig.firat.edu.tr/cas/css/bootstrap/css/bootstrap.min.css)
10:53:15	23424/23424	---M--	200	added ('OK')	application/x-font-woff	etag:W/%2223424-1455604788000%22	https://jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://jasig.firat.edu.tr/cas/css/bootstrap/css/bootstrap.min.css)
10:53:16	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	etag:W/%2245404-1455604788000%22	https://jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.ttf	(from https://jasig.firat.edu.tr/cas/css/bootstrap/css/bootstrap.min.css)
10:53:16	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:W/%22108738-1455604788000%22	https://jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/bootstrap/fonts/glyphicons-halflings-regular.svg	(from https://jasig.firat.edu.tr/cas/css/bootstrap/css/bootstrap.min.css)
10:53:17	123770/123770	---M--	200	added ('OK')	image/jpeg	etag:W/%22123770-1455604788000%22	https://jasig.firat.edu.tr/cas/css/dist/img/boxed-bg.jpg	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/dist/img/boxed-bg.jpg	(from https://jasig.firat.edu.tr/cas/css/dist/css/AdminLTE.min.css)
10:53:17	2190/2190	---M--	200	added ('OK')	image/png	etag:W/%222190-1455604792000%22	https://jasig.firat.edu.tr/cas/css/plugins/iCheck/square/red.png	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/plugins/iCheck/square/red.png	(from https://jasig.firat.edu.tr/cas/css/plugins/iCheck/square/red.css)
10:53:17	4490/4490	---M--	200	added ('OK')	image/png	etag:W/%224490-1455604792000%22	https://jasig.firat.edu.tr/cas/css/plugins/iCheck/square/red@2x.png	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/css/plugins/iCheck/square/red@2x.png	(from https://jasig.firat.edu.tr/cas/css/plugins/iCheck/square/red.css)
10:53:18	980/980	---M--	200	added ('OK')	image/gif	etag:W/%22980-1341819474000%22	https://jasig.firat.edu.tr/cas/images/info.gif	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/images/info.gif	(from https://jasig.firat.edu.tr/cas/css/cas.css)
10:53:18	1084/1084	---M--	200	added ('OK')	image/gif	etag:W/%221084-1341819474000%22	https://jasig.firat.edu.tr/cas/images/error.gif	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/images/error.gif	(from https://jasig.firat.edu.tr/cas/css/cas.css)
10:53:19	958/958	---M--	200	added ('OK')	image/gif	etag:W/%22958-1341819474000%22	https://jasig.firat.edu.tr/cas/images/confirm.gif	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/images/confirm.gif	(from https://jasig.firat.edu.tr/cas/css/cas.css)
10:53:19	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:W/%221150-1408147978000%22	https://jasig.firat.edu.tr/cas/favicon.ico	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/favicon-2.ico	(from https://jasig.firat.edu.tr/cas/login)
10:53:20	9033/9033	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:19%20GMT	https://jasig.firat.edu.tr/cas/login?locale=en	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login7038.html	(from https://jasig.firat.edu.tr/cas/login)
10:53:20	9103/9103	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:19%20GMT	https://jasig.firat.edu.tr/cas/login?locale=tr	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login85fb.html	(from https://jasig.firat.edu.tr/cas/login)
10:53:21	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2027%20Nov%202022%2007:53:19%20GMT	https://jasig.firat.edu.tr/cas/login?target=changePassword	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login.25c245.delayed	(from https://jasig.firat.edu.tr/cas/login)
10:53:21	10524/10524	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:20%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e9s1&_eventId=changePassword	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login9f82.html	(from https://jasig.firat.edu.tr/cas/login)
10:53:21	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2027%20Nov%202022%2007:53:20%20GMT	https://jasig.firat.edu.tr/cas/login?target=forgotPassword	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login.276a21.delayed	(from https://jasig.firat.edu.tr/cas/login)
10:53:22	8810/8810	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:21%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e10s1&_eventId=forgotPassword	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/logincc1f.html	(from https://jasig.firat.edu.tr/cas/login)
10:53:22	850/850	---MC-	200	added ('OK')	text/javascript	date:Sun,%2027%20Nov%202022%2007:53:22%20GMT	https://www.google.com/recaptcha/api.js?hl=tr	C:/My%20Web%20Sites/obsfirat/www.google.com/recaptcha/api9e3e.js	(from https://jasig.firat.edu.tr/cas/login?service=https://obs.firat.edu.tr/oibs/ogrenci&locale=tr)
10:53:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2027%20Nov%202022%2007:53:21%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e5s1&_eventId=changePassword&service=https://obs.firat.edu.tr/oibs/ogrenci&locale=en	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login.2a48a9.delayed	(from https://jasig.firat.edu.tr/cas/login?execution=e5s1&_eventId=changePassword&service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:23	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2027%20Nov%202022%2007:53:23%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e5s1&_eventId=changePassword&service=https://obs.firat.edu.tr/oibs/ogrenci&locale=tr	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login.2ca5b7.delayed	(from https://jasig.firat.edu.tr/cas/login?execution=e5s1&_eventId=changePassword&service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:24	8910/8910	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:23%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e6s1&_eventId=forgotPassword&service=https://obs.firat.edu.tr/oibs/ogrenci&locale=en	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login59c8.html	(from https://jasig.firat.edu.tr/cas/login?execution=e6s1&_eventId=forgotPassword&service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:24	8953/8953	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:23%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e6s1&_eventId=forgotPassword&service=https://obs.firat.edu.tr/oibs/ogrenci&locale=tr	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login0f41.html	(from https://jasig.firat.edu.tr/cas/login?execution=e6s1&_eventId=forgotPassword&service=https://obs.firat.edu.tr/oibs/ogrenci)
10:53:25	10537/10537	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:24%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e9s1&_eventId=changePassword&locale=en	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login873f.html	(from https://jasig.firat.edu.tr/cas/login?execution=e9s1&_eventId=changePassword)
10:53:25	10524/10524	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:24%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e9s1&_eventId=changePassword&locale=tr	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/loginb14b.html	(from https://jasig.firat.edu.tr/cas/login?execution=e9s1&_eventId=changePassword)
10:53:26	8767/8767	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:24%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e10s1&_eventId=forgotPassword&locale=en	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login1aa2.html	(from https://jasig.firat.edu.tr/cas/login?execution=e10s1&_eventId=forgotPassword)
10:53:26	8810/8810	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20Nov%202022%2007:53:25%20GMT	https://jasig.firat.edu.tr/cas/login?execution=e10s1&_eventId=forgotPassword&locale=tr	C:/My%20Web%20Sites/obsfirat/jasig.firat.edu.tr/cas/login5382.html	(from https://jasig.firat.edu.tr/cas/login?execution=e10s1&_eventId=forgotPassword)
